Welcome to kof Version Alpha 1
CGame:Init SDL system
<command>time: 2222, holdfwd2, commandcount 2 
<command>time: 2222, fwd, commandcount 3 
<command>time: 2223, holdfwd, commandcount 1 
<command>time: 2223, holdfwd2, commandcount 2 
<command>time: 2224, holdfwd, commandcount 1 
<command>time: 2224, holdfwd2, commandcount 2 
<command>time: 2225, holdfwd, commandcount 1 
<command>time: 2225, holdfwd2, commandcount 2 
<command>time: 2226, z, commandcount 1 
<command>time: 2226, holdfwd, commandcount 2 
<command>time: 2226, z2, commandcount 3 
<command>time: 2226, holdfwd2, commandcount 4 
<command>time: 2226, knockdown, commandcount 5 
<command>time: 2226, knockdown, commandcount 6 
<command>time: 2226, fwd_z, commandcount 7 
<command>time: 2227, holdfwd, commandcount 1 
<command>time: 2227, holdz, commandcount 2 
<command>time: 2227, holdfwd2, commandcount 3 
<command>time: 2227, holdz2, commandcount 4 
<command>time: 2227, hold_z, commandcount 5 
<command>time: 2228, holdz, commandcount 1 
<command>time: 2228, holdz2, commandcount 2 
<command>time: 2228, hold_z, commandcount 3 
<command>time: 2229, holddown, commandcount 1 
<command>time: 2229, holdz, commandcount 2 
<command>time: 2229, holddown2, commandcount 3 
<command>time: 2229, holdz2, commandcount 4 
<command>time: 2229, hold_z, commandcount 5 
<command>time: 2230, holddown, commandcount 1 
<command>time: 2230, holdz, commandcount 2 
<command>time: 2230, holddown2, commandcount 3 
<command>time: 2230, holdz2, commandcount 4 
<command>time: 2230, hold_z, commandcount 5 
<command>time: 2231, holddown, commandcount 1 
<command>time: 2231, holdz, commandcount 2 
<command>time: 2231, holddown2, commandcount 3 
<command>time: 2231, holdz2, commandcount 4 
<command>time: 2231, hold_z, commandcount 5 
<command>time: 2232, holddown, commandcount 1 
<command>time: 2232, holdz, commandcount 2 
<command>time: 2232, holddown2, commandcount 3 
<command>time: 2232, holdz2, commandcount 4 
<command>time: 2232, hold_z, commandcount 5 
time: 2232|ID 2:PrepareAudio 1 7 
time: 2232|ID 2:ChangeP2Anim 0 PrepareAnim 5012 
time: 2232|ID 2:<<ChangeP2State 0>> changeState 5030 
time: 2232|ID 2:ChangeP2Anim 0 PrepareAnim 5030 
<command>time: 2233, holddown, commandcount 1 
<command>time: 2233, holdz, commandcount 2 
<command>time: 2233, holddown2, commandcount 3 
<command>time: 2233, holdz2, commandcount 4 
<command>time: 2233, hold_z, commandcount 5 
<command>time: 2234, holddown, commandcount 1 
<command>time: 2234, holdz, commandcount 2 
<command>time: 2234, holddown2, commandcount 3 
<command>time: 2234, holdz2, commandcount 4 
<command>time: 2234, hold_z, commandcount 5 
<command>time: 2235, b, commandcount 1 
<command>time: 2235, holdfwd, commandcount 2 
<command>time: 2235, holddown, commandcount 3 
<command>time: 2235, b2, commandcount 4 
<command>time: 2235, holdfwd2, commandcount 5 
<command>time: 2235, holddown2, commandcount 6 
<command>time: 2236, holdfwd, commandcount 1 
<command>time: 2236, holddown, commandcount 2 
<command>time: 2236, holdb, commandcount 3 
<command>time: 2236, holdfwd2, commandcount 4 
<command>time: 2236, holddown2, commandcount 5 
<command>time: 2236, holdb2, commandcount 6 
<command>time: 2236, hold_b, commandcount 7 
time: 2236|ID 2:<<ChangeP2State 0>> changeState 5035 
time: 2236|ID 2:<<ChangeP2State 0>> changeState 5050 
time: 2236|ID 2:ChangeP2Anim 0 PrepareAnim 5050 
<command>time: 2237, holdfwd, commandcount 1 
<command>time: 2237, holddown, commandcount 2 
<command>time: 2237, holdb, commandcount 3 
<command>time: 2237, holdfwd2, commandcount 4 
<command>time: 2237, holddown2, commandcount 5 
<command>time: 2237, holdb2, commandcount 6 
<command>time: 2237, hold_b, commandcount 7 
<command>time: 2238, holdfwd, commandcount 1 
<command>time: 2238, holddown, commandcount 2 
<command>time: 2238, holdb, commandcount 3 
<command>time: 2238, holdfwd2, commandcount 4 
<command>time: 2238, holddown2, commandcount 5 
<command>time: 2238, holdb2, commandcount 6 
<command>time: 2238, hold_b, commandcount 7 
<command>time: 2239, holdfwd, commandcount 1 
<command>time: 2239, holdb, commandcount 2 
<command>time: 2239, holdfwd2, commandcount 3 
<command>time: 2239, holdb2, commandcount 4 
<command>time: 2239, hold_b, commandcount 5 
<command>time: 2239, fwd, commandcount 6 
<command>time: 2240, holdfwd, commandcount 1 
<command>time: 2240, holdfwd2, commandcount 2 
<command>time: 2241, holdfwd, commandcount 1 
<command>time: 2241, holdfwd2, commandcount 2 
<command>time: 2242, holdfwd, commandcount 1 
<command>time: 2242, holdfwd2, commandcount 2 
<command>time: 2243, holdfwd, commandcount 1 
<command>time: 2243, holdfwd2, commandcount 2 
<command>time: 2244, z, commandcount 1 
<command>time: 2244, holdfwd, commandcount 2 
<command>time: 2244, z2, commandcount 3 
<command>time: 2244, holdfwd2, commandcount 4 
<command>time: 2244, knockdown, commandcount 5 
<command>time: 2244, knockdown, commandcount 6 
<command>time: 2244, fwd_z, commandcount 7 
<command>time: 2245, holdfwd, commandcount 1 
<command>time: 2245, holdz, commandcount 2 
<command>time: 2245, holdfwd2, commandcount 3 
<command>time: 2245, holdz2, commandcount 4 
<command>time: 2245, hold_z, commandcount 5 
<command>time: 2246, holdz, commandcount 1 
<command>time: 2246, holdz2, commandcount 2 
<command>time: 2246, hold_z, commandcount 3 
<command>time: 2247, holddown, commandcount 1 
<command>time: 2247, holdz, commandcount 2 
<command>time: 2247, holddown2, commandcount 3 
<command>time: 2247, holdz2, commandcount 4 
<command>time: 2247, hold_z, commandcount 5 
<command>time: 2248, holddown, commandcount 1 
<command>time: 2248, holdz, commandcount 2 
<command>time: 2248, holddown2, commandcount 3 
<command>time: 2248, holdz2, commandcount 4 
<command>time: 2248, hold_z, commandcount 5 
<command>time: 2249, holddown, commandcount 1 
<command>time: 2249, holdz, commandcount 2 
<command>time: 2249, holddown2, commandcount 3 
<command>time: 2249, holdz2, commandcount 4 
<command>time: 2249, hold_z, commandcount 5 
time: 2249|ID 2:ChangeP2Anim 0 PrepareAnim 5060 
<command>time: 2250, holddown, commandcount 1 
<command>time: 2250, holdz, commandcount 2 
<command>time: 2250, holddown2, commandcount 3 
<command>time: 2250, holdz2, commandcount 4 
<command>time: 2250, hold_z, commandcount 5 
<command>time: 2251, holddown, commandcount 1 
<command>time: 2251, holdz, commandcount 2 
<command>time: 2251, holddown2, commandcount 3 
<command>time: 2251, holdz2, commandcount 4 
<command>time: 2251, hold_z, commandcount 5 
<command>time: 2252, holddown, commandcount 1 
<command>time: 2252, holddown2, commandcount 2 
<command>time: 2253, holddown, commandcount 1 
<command>time: 2253, holddown2, commandcount 2 
<command>time: 2254, b, commandcount 1 
<command>time: 2254, holddown, commandcount 2 
<command>time: 2254, b2, commandcount 3 
<command>time: 2254, holddown2, commandcount 4 
<command>time: 2254, down_b, commandcount 5 
<command>time: 2255, holdfwd, commandcount 1 
<command>time: 2255, holddown, commandcount 2 
<command>time: 2255, holdb, commandcount 3 
<command>time: 2255, holdfwd2, commandcount 4 
<command>time: 2255, holddown2, commandcount 5 
<command>time: 2255, holdb2, commandcount 6 
<command>time: 2255, hold_b, commandcount 7 
<command>time: 2256, holdfwd, commandcount 1 
<command>time: 2256, holddown, commandcount 2 
<command>time: 2256, holdb, commandcount 3 
<command>time: 2256, holdfwd2, commandcount 4 
<command>time: 2256, holddown2, commandcount 5 
<command>time: 2256, holdb2, commandcount 6 
<command>time: 2256, hold_b, commandcount 7 
time: 2256|ID 1:<<ChangeP2State 0>> changeState 0 
time: 2256|ID 1:ChangeP2Anim 0 PrepareAnim 0 
<command>time: 2257, holdfwd, commandcount 1 
<command>time: 2257, holddown, commandcount 2 
<command>time: 2257, holdb, commandcount 3 
<command>time: 2257, holdfwd2, commandcount 4 
<command>time: 2257, holddown2, commandcount 5 
<command>time: 2257, holdb2, commandcount 6 
<command>time: 2257, hold_b, commandcount 7 
time: 2257|ID 1:<<ChangeP2State 0>> changeState 10 
time: 2257|ID 1:ChangeP2Anim 0 PrepareAnim 10 
<command>time: 2258, holdfwd, commandcount 1 
<command>time: 2258, holddown, commandcount 2 
<command>time: 2258, holdb, commandcount 3 
<command>time: 2258, holdfwd2, commandcount 4 
<command>time: 2258, holddown2, commandcount 5 
<command>time: 2258, holdb2, commandcount 6 
<command>time: 2258, hold_b, commandcount 7 
<command>time: 2259, holdfwd, commandcount 1 
<command>time: 2259, holdb, commandcount 2 
<command>time: 2259, holdfwd2, commandcount 3 
<command>time: 2259, holdb2, commandcount 4 
<command>time: 2259, hold_b, commandcount 5 
<command>time: 2259, fwd, commandcount 6 
time: 2259|ID 1:<<ChangeP2State 0>> changeState 12 
time: 2259|ID 1:ChangeP2Anim 0 PrepareAnim 12 
<command>time: 2260, holdfwd, commandcount 1 
<command>time: 2260, holdfwd2, commandcount 2 
time: 2260|ID 2:<<ChangeP2State 0>> changeState 5100 
time: 2260|ID 2:PrepareAudio 1 8 
time: 2260|ID 2:ChangeP2Anim 0 PrepareAnim 5100 
<command>time: 2261, holdfwd, commandcount 1 
<command>time: 2261, holdfwd2, commandcount 2 
time: 2261|ID 2:PrepareAudio 7 0 
PrepareAudio fail find 7 0
<command>time: 2262, z, commandcount 1 
<command>time: 2262, holdfwd, commandcount 2 
<command>time: 2262, z2, commandcount 3 
<command>time: 2262, holdfwd2, commandcount 4 
<command>time: 2262, knockdown, commandcount 5 
<command>time: 2262, knockdown, commandcount 6 
<command>time: 2262, fwd_z, commandcount 7 
time: 2262|ID 1:<<ChangeP2State 0>> changeState 280 
time: 2262|ID 1:ChangeP2Anim 0 PrepareAnim 280 
time: 2262|ID 1:PrepareAudio 5 3 
time: 2262|ID 1:PrepareAudio 5 3 
<command>time: 2263, holdfwd, commandcount 1 
<command>time: 2263, holdz, commandcount 2 
<command>time: 2263, holdfwd2, commandcount 3 
<command>time: 2263, holdz2, commandcount 4 
<command>time: 2263, hold_z, commandcount 5 
<command>time: 2264, holdfwd, commandcount 1 
<command>time: 2264, holdz, commandcount 2 
<command>time: 2264, holdfwd2, commandcount 3 
<command>time: 2264, holdz2, commandcount 4 
<command>time: 2264, hold_z, commandcount 5 
time: 2264|ID 2:<<ChangeP2State 0>> changeState 5101 
time: 2264|ID 2:ChangeP2Anim 0 PrepareAnim 5160 
<command>time: 2265, holdfwd, commandcount 1 
<command>time: 2265, holdz, commandcount 2 
<command>time: 2265, holdfwd2, commandcount 3 
<command>time: 2265, holdz2, commandcount 4 
<command>time: 2265, hold_z, commandcount 5 
<command>time: 2266, holdz, commandcount 1 
<command>time: 2266, holdz2, commandcount 2 
<command>time: 2266, hold_z, commandcount 3 
<command>time: 2267, holdz, commandcount 1 
<command>time: 2267, holdz2, commandcount 2 
<command>time: 2267, hold_z, commandcount 3 
<command>time: 2268, holdz, commandcount 1 
<command>time: 2268, holdz2, commandcount 2 
<command>time: 2268, hold_z, commandcount 3 
<command>time: 2269, holdz, commandcount 1 
<command>time: 2269, holdz2, commandcount 2 
<command>time: 2269, hold_z, commandcount 3 
time: 2270|ID 1:PrepareAudio 220 2 
<command>time: 2272, b, commandcount 1 
<command>time: 2272, b2, commandcount 2 
<command>time: 2273, holdb, commandcount 1 
<command>time: 2273, holdb2, commandcount 2 
<command>time: 2273, hold_b, commandcount 3 
<command>time: 2273, fwd, commandcount 4 
<command>time: 2274, holdfwd, commandcount 1 
<command>time: 2274, holdb, commandcount 2 
<command>time: 2274, holdfwd2, commandcount 3 
<command>time: 2274, holdb2, commandcount 4 
<command>time: 2274, hold_b, commandcount 5 
time: 2274|ID 2:<<ChangeP2State 0>> changeState 5080 
<command>time: 2275, holdfwd, commandcount 1 
<command>time: 2275, holdup, commandcount 2 
<command>time: 2275, holdb, commandcount 3 
<command>time: 2275, holdfwd2, commandcount 4 
<command>time: 2275, holdup2, commandcount 5 
<command>time: 2275, holdb2, commandcount 6 
<command>time: 2275, hold_b, commandcount 7 
time: 2275|ID 2:ChangeP2Anim 0 PrepareAnim 5090 
<command>time: 2276, holdfwd, commandcount 1 
<command>time: 2276, holdup, commandcount 2 
<command>time: 2276, holdb, commandcount 3 
<command>time: 2276, holdfwd2, commandcount 4 
<command>time: 2276, holdup2, commandcount 5 
<command>time: 2276, holdb2, commandcount 6 
<command>time: 2276, hold_b, commandcount 7 
<command>time: 2277, holdfwd, commandcount 1 
<command>time: 2277, holdup, commandcount 2 
<command>time: 2277, holdb, commandcount 3 
<command>time: 2277, holdfwd2, commandcount 4 
<command>time: 2277, holdup2, commandcount 5 
<command>time: 2277, holdb2, commandcount 6 
<command>time: 2277, hold_b, commandcount 7 
<command>time: 2278, holdfwd, commandcount 1 
<command>time: 2278, holdup, commandcount 2 
<command>time: 2278, holdfwd2, commandcount 3 
<command>time: 2278, holdup2, commandcount 4 
<command>time: 2279, holdup, commandcount 1 
<command>time: 2279, holdup2, commandcount 2 
<command>time: 2280, z, commandcount 1 
<command>time: 2280, holdup, commandcount 2 
<command>time: 2280, z2, commandcount 3 
<command>time: 2280, holdup2, commandcount 4 
<command>time: 2280, knockdown, commandcount 5 
<command>time: 2280, knockdown, commandcount 6 
<command>time: 2281, holdup, commandcount 1 
<command>time: 2281, holdz, commandcount 2 
<command>time: 2281, holdup2, commandcount 3 
<command>time: 2281, holdz2, commandcount 4 
<command>time: 2281, hold_z, commandcount 5 
<command>time: 2282, holdup, commandcount 1 
<command>time: 2282, holdz, commandcount 2 
<command>time: 2282, holdup2, commandcount 3 
<command>time: 2282, holdz2, commandcount 4 
<command>time: 2282, hold_z, commandcount 5 
<command>time: 2283, holdup, commandcount 1 
<command>time: 2283, holdz, commandcount 2 
<command>time: 2283, holdup2, commandcount 3 
<command>time: 2283, holdz2, commandcount 4 
<command>time: 2283, hold_z, commandcount 5 
<command>time: 2284, holdup, commandcount 1 
<command>time: 2284, holdz, commandcount 2 
<command>time: 2284, holdup2, commandcount 3 
<command>time: 2284, holdz2, commandcount 4 
<command>time: 2284, hold_z, commandcount 5 
<command>time: 2285, holdup, commandcount 1 
<command>time: 2285, holdz, commandcount 2 
<command>time: 2285, holdup2, commandcount 3 
<command>time: 2285, holdz2, commandcount 4 
<command>time: 2285, hold_z, commandcount 5 
<command>time: 2286, holdup, commandcount 1 
<command>time: 2286, holdz, commandcount 2 
<command>time: 2286, holdup2, commandcount 3 
<command>time: 2286, holdz2, commandcount 4 
<command>time: 2286, hold_z, commandcount 5 
<command>time: 2287, holdup, commandcount 1 
<command>time: 2287, holdup2, commandcount 2 
<command>time: 2288, fwd, commandcount 1 
time: 2288|ID 2:ChangeP2Anim 0 PrepareAnim 5090 
time: 2288|ID 2:<<ChangeP2State 0>> changeState 5030 
<command>time: 2289, b, commandcount 1 
<command>time: 2289, holdfwd, commandcount 2 
<command>time: 2289, b2, commandcount 3 
<command>time: 2289, holdfwd2, commandcount 4 
<command>time: 2290, holdfwd, commandcount 1 
<command>time: 2290, holdb, commandcount 2 
<command>time: 2290, holdfwd2, commandcount 3 
<command>time: 2290, holdb2, commandcount 4 
<command>time: 2290, hold_b, commandcount 5 
<command>time: 2291, holdfwd, commandcount 1 
<command>time: 2291, holdb, commandcount 2 
<command>time: 2291, holdfwd2, commandcount 3 
<command>time: 2291, holdb2, commandcount 4 
<command>time: 2291, hold_b, commandcount 5 
time: 2291|ID 2:<<ChangeP2State 0>> changeState 5035 
time: 2291|ID 2:<<ChangeP2State 0>> changeState 5050 
<command>time: 2292, holdfwd, commandcount 1 
<command>time: 2292, holdb, commandcount 2 
<command>time: 2292, holdfwd2, commandcount 3 
<command>time: 2292, holdb2, commandcount 4 
<command>time: 2292, hold_b, commandcount 5 
<command>time: 2293, holdfwd, commandcount 1 
<command>time: 2293, holdb, commandcount 2 
<command>time: 2293, holdfwd2, commandcount 3 
<command>time: 2293, holdb2, commandcount 4 
<command>time: 2293, hold_b, commandcount 5 
<command>time: 2294, holdfwd, commandcount 1 
<command>time: 2294, holdb, commandcount 2 
<command>time: 2294, holdfwd2, commandcount 3 
<command>time: 2294, holdb2, commandcount 4 
<command>time: 2294, hold_b, commandcount 5 
<command>time: 2295, holdfwd, commandcount 1 
<command>time: 2295, holdfwd2, commandcount 2 
<command>time: 2296, holdfwd, commandcount 1 
<command>time: 2296, holdfwd2, commandcount 2 
<command>time: 2297, z, commandcount 1 
<command>time: 2297, holdfwd, commandcount 2 
<command>time: 2297, z2, commandcount 3 
<command>time: 2297, holdfwd2, commandcount 4 
<command>time: 2297, knockdown, commandcount 5 
<command>time: 2297, knockdown, commandcount 6 
<command>time: 2297, fwd_z, commandcount 7 
<command>time: 2298, holdfwd, commandcount 1 
<command>time: 2298, holdz, commandcount 2 
<command>time: 2298, holdfwd2, commandcount 3 
<command>time: 2298, holdz2, commandcount 4 
<command>time: 2298, hold_z, commandcount 5 
<command>time: 2299, holdz, commandcount 1 
<command>time: 2299, holdz2, commandcount 2 
<command>time: 2299, hold_z, commandcount 3 
<command>time: 2300, holdz, commandcount 1 
<command>time: 2300, holdz2, commandcount 2 
<command>time: 2300, hold_z, commandcount 3 
<command>time: 2301, holddown, commandcount 1 
<command>time: 2301, holdz, commandcount 2 
<command>time: 2301, holddown2, commandcount 3 
<command>time: 2301, holdz2, commandcount 4 
<command>time: 2301, hold_z, commandcount 5 
<command>time: 2302, holddown, commandcount 1 
<command>time: 2302, holdz, commandcount 2 
<command>time: 2302, holddown2, commandcount 3 
<command>time: 2302, holdz2, commandcount 4 
<command>time: 2302, hold_z, commandcount 5 
<command>time: 2303, holddown, commandcount 1 
<command>time: 2303, holdz, commandcount 2 
<command>time: 2303, holddown2, commandcount 3 
<command>time: 2303, holdz2, commandcount 4 
<command>time: 2303, hold_z, commandcount 5 
<command>time: 2304, holddown, commandcount 1 
<command>time: 2304, holdz, commandcount 2 
<command>time: 2304, holddown2, commandcount 3 
<command>time: 2304, holdz2, commandcount 4 
<command>time: 2304, hold_z, commandcount 5 
<command>time: 2305, holddown, commandcount 1 
<command>time: 2305, holdz, commandcount 2 
<command>time: 2305, holddown2, commandcount 3 
<command>time: 2305, holdz2, commandcount 4 
<command>time: 2305, hold_z, commandcount 5 
<command>time: 2306, holddown, commandcount 1 
<command>time: 2306, holdz, commandcount 2 
<command>time: 2306, holddown2, commandcount 3 
<command>time: 2306, holdz2, commandcount 4 
<command>time: 2306, hold_z, commandcount 5 
<command>time: 2307, b, commandcount 1 
<command>time: 2307, holdfwd, commandcount 2 
<command>time: 2307, holddown, commandcount 3 
<command>time: 2307, b2, commandcount 4 
<command>time: 2307, holdfwd2, commandcount 5 
<command>time: 2307, holddown2, commandcount 6 
<command>time: 2308, holdfwd, commandcount 1 
<command>time: 2308, holddown, commandcount 2 
<command>time: 2308, holdb, commandcount 3 
<command>time: 2308, holdfwd2, commandcount 4 
<command>time: 2308, holddown2, commandcount 5 
<command>time: 2308, holdb2, commandcount 6 
<command>time: 2308, hold_b, commandcount 7 
<command>time: 2309, holdfwd, commandcount 1 
<command>time: 2309, holdb, commandcount 2 
<command>time: 2309, holdfwd2, commandcount 3 
<command>time: 2309, holdb2, commandcount 4 
<command>time: 2309, hold_b, commandcount 5 
<command>time: 2309, fwd, commandcount 6 
<command>time: 2310, holdfwd, commandcount 1 
<command>time: 2310, holdb, commandcount 2 
<command>time: 2310, holdfwd2, commandcount 3 
<command>time: 2310, holdb2, commandcount 4 
<command>time: 2310, hold_b, commandcount 5 
<command>time: 2311, holdfwd, commandcount 1 
<command>time: 2311, holdb, commandcount 2 
<command>time: 2311, holdfwd2, commandcount 3 
<command>time: 2311, holdb2, commandcount 4 
<command>time: 2311, hold_b, commandcount 5 
<command>time: 2312, holdfwd, commandcount 1 
<command>time: 2312, holdb, commandcount 2 
<command>time: 2312, holdfwd2, commandcount 3 
<command>time: 2312, holdb2, commandcount 4 
<command>time: 2312, hold_b, commandcount 5 
time: 2312|ID 1:<<ChangeP2State 0>> changeState 0 
time: 2312|ID 1:ChangeP2Anim 0 PrepareAnim 0 
<command>time: 2313, holdfwd, commandcount 1 
<command>time: 2313, holdb, commandcount 2 
<command>time: 2313, holdfwd2, commandcount 3 
<command>time: 2313, holdb2, commandcount 4 
<command>time: 2313, hold_b, commandcount 5 
time: 2313|ID 1:<<ChangeP2State 0>> changeState 20 
time: 2313|ID 1:ChangeP2Anim 0 PrepareAnim 20 
time: 2313|ID 2:<<ChangeP2State 0>> changeState 5100 
time: 2313|ID 2:PrepareAudio 1 8 
time: 2313|ID 2:ChangeP2Anim 0 PrepareAnim 5100 
<command>time: 2314, holdfwd, commandcount 1 
<command>time: 2314, holdfwd2, commandcount 2 
time: 2314|ID 2:PrepareAudio 7 0 
PrepareAudio fail find 7 0
<command>time: 2315, holdfwd, commandcount 1 
<command>time: 2315, holdfwd2, commandcount 2 
<command>time: 2316, z, commandcount 1 
<command>time: 2316, holdfwd, commandcount 2 
<command>time: 2316, z2, commandcount 3 
<command>time: 2316, holdfwd2, commandcount 4 
<command>time: 2316, knockdown, commandcount 5 
<command>time: 2316, knockdown, commandcount 6 
<command>time: 2316, fwd_z, commandcount 7 
time: 2316|ID 1:<<ChangeP2State 0>> changeState 280 
time: 2316|ID 1:ChangeP2Anim 0 PrepareAnim 280 
time: 2316|ID 1:PrepareAudio 5 3 
time: 2316|ID 1:PrepareAudio 5 3 
<command>time: 2317, holdfwd, commandcount 1 
<command>time: 2317, holdup, commandcount 2 
<command>time: 2317, holdz, commandcount 3 
<command>time: 2317, holdfwd2, commandcount 4 
<command>time: 2317, holdup2, commandcount 5 
<command>time: 2317, holdz2, commandcount 6 
<command>time: 2317, hold_z, commandcount 7 
time: 2317|ID 2:<<ChangeP2State 0>> changeState 5101 
time: 2317|ID 2:ChangeP2Anim 0 PrepareAnim 5160 
<command>time: 2318, holdup, commandcount 1 
<command>time: 2318, holdz, commandcount 2 
<command>time: 2318, holdup2, commandcount 3 
<command>time: 2318, holdz2, commandcount 4 
<command>time: 2318, hold_z, commandcount 5 
<command>time: 2319, holdup, commandcount 1 
<command>time: 2319, holdz, commandcount 2 
<command>time: 2319, holdup2, commandcount 3 
<command>time: 2319, holdz2, commandcount 4 
<command>time: 2319, hold_z, commandcount 5 
<command>time: 2320, holdup, commandcount 1 
<command>time: 2320, holdz, commandcount 2 
<command>time: 2320, holdup2, commandcount 3 
<command>time: 2320, holdz2, commandcount 4 
<command>time: 2320, hold_z, commandcount 5 
<command>time: 2321, holdup, commandcount 1 
<command>time: 2321, holdz, commandcount 2 
<command>time: 2321, holdup2, commandcount 3 
<command>time: 2321, holdz2, commandcount 4 
<command>time: 2321, hold_z, commandcount 5 
<command>time: 2322, holdup, commandcount 1 
<command>time: 2322, holdz, commandcount 2 
<command>time: 2322, holdup2, commandcount 3 
<command>time: 2322, holdz2, commandcount 4 
<command>time: 2322, hold_z, commandcount 5 
<command>time: 2323, holdup, commandcount 1 
<command>time: 2323, holdz, commandcount 2 
<command>time: 2323, holdup2, commandcount 3 
<command>time: 2323, holdz2, commandcount 4 
<command>time: 2323, hold_z, commandcount 5 
<command>time: 2324, holdfwd, commandcount 1 
<command>time: 2324, holdup, commandcount 2 
<command>time: 2324, holdz, commandcount 3 
<command>time: 2324, holdfwd2, commandcount 4 
<command>time: 2324, holdup2, commandcount 5 
<command>time: 2324, holdz2, commandcount 6 
<command>time: 2324, hold_z, commandcount 7 
time: 2324|ID 1:PrepareAudio 220 2 
<command>time: 2325, b, commandcount 1 
<command>time: 2325, holdfwd, commandcount 2 
<command>time: 2325, holdup, commandcount 3 
<command>time: 2325, b2, commandcount 4 
<command>time: 2325, holdfwd2, commandcount 5 
<command>time: 2325, holdup2, commandcount 6 
<command>time: 2326, holdfwd, commandcount 1 
<command>time: 2326, holdup, commandcount 2 
<command>time: 2326, holdb, commandcount 3 
<command>time: 2326, holdfwd2, commandcount 4 
<command>time: 2326, holdup2, commandcount 5 
<command>time: 2326, holdb2, commandcount 6 
<command>time: 2326, hold_b, commandcount 7 
<command>time: 2327, holdfwd, commandcount 1 
<command>time: 2327, holdb, commandcount 2 
<command>time: 2327, holdfwd2, commandcount 3 
<command>time: 2327, holdb2, commandcount 4 
<command>time: 2327, hold_b, commandcount 5 
<command>time: 2327, fwd, commandcount 6 
<command>time: 2328, holdfwd, commandcount 1 
<command>time: 2328, holdb, commandcount 2 
<command>time: 2328, holdfwd2, commandcount 3 
<command>time: 2328, holdb2, commandcount 4 
<command>time: 2328, hold_b, commandcount 5 
juggle is not enought
<command>time: 2329, holdfwd, commandcount 1 
<command>time: 2329, holdb, commandcount 2 
<command>time: 2329, holdfwd2, commandcount 3 
<command>time: 2329, holdb2, commandcount 4 
<command>time: 2329, hold_b, commandcount 5 
juggle is not enought
<command>time: 2330, holdfwd, commandcount 1 
<command>time: 2330, holdfwd2, commandcount 2 
juggle is not enought
<command>time: 2331, holdfwd, commandcount 1 
<command>time: 2331, holdfwd2, commandcount 2 
juggle is not enought
<command>time: 2332, holdfwd, commandcount 1 
<command>time: 2332, holdfwd2, commandcount 2 
juggle is not enought
<command>time: 2333, holdfwd, commandcount 1 
<command>time: 2333, holdfwd2, commandcount 2 
time: 2333|ID 2:<<ChangeP2State 0>> changeState 5110 
time: 2333|ID 2:ChangeP2Anim 0 PrepareAnim 5170 
time: 2333|ID 2:PrepareAudio 7 0 
PrepareAudio fail find 7 0
PrepareExplod nAnim 0 isAnimExised 1 
<command>time: 2334, z, commandcount 1 
<command>time: 2334, holdfwd, commandcount 2 
<command>time: 2334, z2, commandcount 3 
<command>time: 2334, holdfwd2, commandcount 4 
<command>time: 2334, knockdown, commandcount 5 
<command>time: 2334, knockdown, commandcount 6 
<command>time: 2334, fwd_z, commandcount 7 
<command>time: 2335, holdz, commandcount 1 
<command>time: 2335, holdz2, commandcount 2 
<command>time: 2335, hold_z, commandcount 3 
<command>time: 2336, holdz, commandcount 1 
<command>time: 2336, holdz2, commandcount 2 
<command>time: 2336, hold_z, commandcount 3 
time: 2336|ID 2:ChangeP2Anim 0 PrepareAnim 5110 
<command>time: 2337, holddown, commandcount 1 
<command>time: 2337, holdz, commandcount 2 
<command>time: 2337, holddown2, commandcount 3 
<command>time: 2337, holdz2, commandcount 4 
<command>time: 2337, hold_z, commandcount 5 
<command>time: 2338, holddown, commandcount 1 
<command>time: 2338, holdz, commandcount 2 
<command>time: 2338, holddown2, commandcount 3 
<command>time: 2338, holdz2, commandcount 4 
<command>time: 2338, hold_z, commandcount 5 
<command>time: 2339, holddown, commandcount 1 
<command>time: 2339, holdz, commandcount 2 
<command>time: 2339, holddown2, commandcount 3 
<command>time: 2339, holdz2, commandcount 4 
<command>time: 2339, hold_z, commandcount 5 
<command>time: 2340, holddown, commandcount 1 
<command>time: 2340, holdz, commandcount 2 
<command>time: 2340, holddown2, commandcount 3 
<command>time: 2340, holdz2, commandcount 4 
<command>time: 2340, hold_z, commandcount 5 
<command>time: 2341, holdback, commandcount 1 
<command>time: 2341, holddown, commandcount 2 
<command>time: 2341, holdback2, commandcount 3 
<command>time: 2341, holddown2, commandcount 4 
<command>time: 2341, /DB, commandcount 5 
<command>time: 2342, holdback, commandcount 1 
<command>time: 2342, holddown, commandcount 2 
<command>time: 2342, holdback2, commandcount 3 
<command>time: 2342, holddown2, commandcount 4 
<command>time: 2342, /DB, commandcount 5 
<command>time: 2343, b, commandcount 1 
<command>time: 2343, holdback, commandcount 2 
<command>time: 2343, holddown, commandcount 3 
<command>time: 2343, b2, commandcount 4 
<command>time: 2343, holdback2, commandcount 5 
<command>time: 2343, holddown2, commandcount 6 
<command>time: 2343, /DB, commandcount 7 
<command>time: 2344, holdback, commandcount 1 
<command>time: 2344, holddown, commandcount 2 
<command>time: 2344, holdb, commandcount 3 
<command>time: 2344, holdback2, commandcount 4 
<command>time: 2344, holddown2, commandcount 5 
<command>time: 2344, holdb2, commandcount 6 
<command>time: 2344, hold_b, commandcount 7 
